Length,Diam,Height,Whole,Shucked,Viscera,Shell,Age
-0.5922825647351493,-0.4334138003112447,-1.199002460160529,-0.6255016968026159,-0.6044155522054873,-0.7192910311013974,-0.619496471935412,16.5
-1.5339691470846808,-1.517342483035599,-1.3406455365170546,-1.2743386434700918,-1.2187290086066795,-1.2375018340397852,-1.270923598082055,8.5
0.08035070837165892,0.16274697518715026,-0.06585784930832361,-0.2589144444393625,-0.44715130736678205,-0.31952841169178403,-0.13092612732542963,10.5
-0.726809219356511,-0.4334138003112447,-0.34914400202137513,-0.6210036937061343,-0.6486461210663731,-0.5909721656118918,-0.5787822765512467,11.5
-1.7133380199131627,-1.6257353513080346,-1.623931689230106,-1.3204431752090289,-1.267874085118775,-1.326337971686366,-1.3930661842345509,8.5
-0.8613358739778727,-1.1379674440820753,-1.199002460160529,-0.9909644483917489,-1.0147769410814838,-0.9512520571785805,-0.8637816442404032,9.5
-0.41291369190666743,-0.37921736617502694,-0.34914400202137513,-0.6356222037696997,-0.6437316134151636,-0.6057781885529886,-0.4973538857829163,10.5
0.035508490164538345,-0.2708244979025914,0.07578522704820215,-0.4174690535903402,-0.7543080355673781,-0.2603043199273968,-0.13092612732542963,15.5
-0.8164936557707522,-0.5960031027198981,-0.774073231090952,-0.8683938640126242,-0.8845424883244308,-0.9167046703160213,-0.7416390580879074,11.5
-0.27838703728530567,-0.2708244979025914,-0.06585784930832361,-0.5636541542259935,-0.638817105763954,-0.7785151228657846,-0.29378290886209035,12.5
0.1251929265787795,0.00015767277849753112,0.21742830340472713,-0.24204693282755646,-0.36851918494742936,-0.028343293850213433,-0.17164032270959487,11.5
-0.457755910113788,-0.5418066685836803,-1.0573593838040032,-0.7120882564098875,-0.8845424883244308,-0.921640011296387,-0.33449710424625556,11.5
-0.18870260087106455,-0.05403876135772025,-0.20750092566484937,-0.28702696379237286,-0.4397795458899677,-0.403429208357999,0.11335904497956156,13.5
-1.4891269288775604,-1.3547531806269457,-1.4822886128735802,-1.128153542834439,-1.2408442930371222,-1.326337971686366,-0.9044958396245683,8.5
-0.726809219356511,-0.704395970992333,-1.0573593838040032,-0.7671887943417874,-0.7837950814746354,-0.8574805785516342,-0.7823532534720727,11.5
-1.399442492463319,-1.192163878218293,-1.623931689230106,-1.2068685970228672,-1.2310152777347032,-1.2917905848238067,-1.026638425777064,8.5
-0.6371247829422698,-0.9211817075372041,-1.0573593838040032,-0.9246189027186448,-0.8697989653708023,-0.9759287620804086,-0.9044958396245683,10.5
-1.4891269288775604,-1.3547531806269457,-1.199002460160529,-1.2293586125052756,-1.2383870392115177,-1.104247627569914,-1.2302094026978898,12.5
-1.2649158378419574,-1.4089496147631635,-1.0573593838040032,-1.2743386434700918,-1.3145619078052653,-1.2325664930594196,-1.1487810119295594,11.5
0.394246235821502,0.3795327117320214,0.5007144561177787,0.33144846197385214,0.39322950099004883,0.3960960304612279,0.357644217284553,13.5
0.2597195812001412,0.1085505410509325,-0.06585784930832361,-0.06437581051653192,-0.14490908681739548,0.35661330261830304,-0.21235451809375985,10.5
0.8426684178927077,0.813104184821763,0.7840006088308302,0.8307268056833137,0.8134199051684644,1.254845361044842,0.6426435849737092,11.5
0.3494040176143824,0.3795327117320214,0.07578522704820215,0.3067094449432031,0.1720766566856197,0.1394582994822168,0.6019293895895439,12.5
0.5287728904428637,0.48792558000445696,1.3505729142569325,0.4573925486753381,0.2310507485001342,0.9685955841836376,0.4797868034370482,12.5
0.6184573268571049,0.4337291458682392,0.07578522704820215,0.3123319488138053,0.04184220392856684,0.5935096696758521,0.43907260805288345,13.5
0.7529839814784666,0.7589077506855453,1.2089298379004068,0.3247014573291297,0.22859349467452944,0.4454494402648839,0.5612151942053787,16.5
